CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Country,Region,AcquisitionChannel,SubscriptionPlan,AverageOrderValue,CustomerLifespanDays,CustomerLifespanMonths,PurchaseFrequencyPerMonth,HistoricalCLTV,CLTVDifference,CLTVSegment,CLTVSegmentSort
C00194,14641.198,2,5,2025-03-20,2025-04-04,India,South,Social Media,Premium,7320.6,15,1.0,2.0,14641.2,0.0,Very High Value,4
C00195,1354.4805,2,3,2025-07-16,2025-08-27,United Kingdom,South,Referral,Basic,677.24,42,1.38,1.45,1355.16,0.68,Low Value,1
C00196,2837.5570000000002,4,10,2025-03-22,2025-05-31,India,Central,Referral,Basic,709.39,70,2.3,1.74,2838.98,1.42,Medium Value,2
C00197,3183.444,1,4,2025-07-29,2025-07-29,India,North,Social Media,Basic,3183.44,0,1.0,1.0,3183.44,-0.0,Medium Value,2
C00198,8105.58,3,7,2026-02-01,2026-03-21,India,Central,Referral,Standard,2701.86,48,1.58,1.9,8110.98,5.4,High Value,3
C00199,33809.496,6,21,2025-09-17,2025-12-28,United States,West,Referral,Standard,5634.92,102,3.35,1.79,33789.8,-19.7,Very High Value,4
C00200,2985.831,3,10,2025-02-20,2025-03-31,United Kingdom,East,Referral,Basic,995.28,39,1.28,2.34,2981.06,-4.77,Medium Value,2
C00201,9233.98,2,7,2025-11-26,2025-12-31,India,East,Email,Standard,4616.99,35,1.15,1.74,9238.6,4.62,High Value,3
C00202,1351.3395,2,4,2025-09-27,2025-12-17,United States,North,Email,Basic,675.67,81,2.66,0.75,1347.96,-3.38,Low Value,1
C00203,16690.765,2,10,2026-04-19,2026-05-20,India,South,Referral,Premium,8345.38,31,1.02,1.96,16684.08,-6.68,Very High Value,4
C00204,2107.85,1,5,2026-03-18,2026-03-18,United States,West,Social Media,Basic,2107.85,0,1.0,1.0,2107.85,0.0,Low Value,1
C00205,1026.9,1,3,2025-05-28,2025-05-28,United States,South,Paid Search,Basic,1026.9,0,1.0,1.0,1026.9,0.0,Low Value,1
C00206,1098.6634999999999,3,3,2025-03-01,2025-05-11,United States,North,Organic Search,Basic,366.22,71,2.33,1.29,1100.75,2.09,Low Value,1
C00208,11199.081999999999,3,8,2026-04-05,2026-06-05,Canada,West,Email,Standard,3733.03,61,2.0,1.5,11199.09,0.01,High Value,3
C00209,1371.0,1,4,2025-11-06,2025-11-06,United Kingdom,North,Paid Search,Basic,1371.0,0,1.0,1.0,1371.0,0.0,Low Value,1
C00210,1342.38,1,3,2025-05-04,2025-05-04,Canada,East,Referral,Basic,1342.38,0,1.0,1.0,1342.38,0.0,Low Value,1
C00211,49587.0265,7,24,2025-11-12,2026-03-04,Canada,West,Organic Search,Premium,7083.86,112,3.68,1.9,49530.35,-56.68,Very High Value,4
C00212,12447.42,3,11,2026-02-01,2026-04-17,India,Central,Email,Premium,4149.14,75,2.46,1.22,12452.4,4.98,Very High Value,4
C00213,2733.8630000000003,4,7,2025-06-02,2025-07-23,United States,East,Organic Search,Basic,683.47,51,1.68,2.38,2732.79,-1.07,Medium Value,2
C00214,6382.02,4,16,2025-01-19,2025-04-27,United Kingdom,South,Organic Search,Basic,1595.5,98,3.22,1.24,6370.51,-11.51,High Value,3
C00215,1852.0100000000002,2,4,2025-12-05,2026-01-15,United States,North,Affiliate,Basic,926.01,41,1.35,1.48,1850.17,-1.84,Low Value,1
C00216,23999.334499999997,10,24,2025-07-07,2025-12-25,United States,East,Organic Search,Standard,2399.93,171,5.62,1.78,24007.94,8.61,Very High Value,4
C00217,2732.44,2,4,2025-03-12,2025-03-22,India,South,Referral,Standard,1366.22,10,1.0,2.0,2732.44,0.0,Medium Value,2
C00218,1069.9085,2,4,2025-05-31,2025-07-10,India,West,Social Media,Basic,534.95,40,1.31,1.53,1072.2,2.29,Low Value,1
C00219,3884.035,5,14,2026-02-13,2026-04-18,India,East,Social Media,Basic,776.81,64,2.1,2.38,3882.5,-1.53,Medium Value,2
C00220,8819.858,5,20,2025-10-01,2025-12-23,India,East,Social Media,Basic,1763.97,83,2.73,1.83,8812.62,-7.24,High Value,3
C00221,5329.27,2,5,2025-01-31,2025-02-18,United States,South,Organic Search,Standard,2664.64,18,1.0,2.0,5329.28,0.01,High Value,3
C00222,3471.281,3,7,2025-03-16,2025-04-21,India,West,Organic Search,Basic,1157.09,36,1.18,2.54,3468.03,-3.25,Medium Value,2
C00223,2117.333,1,1,2025-10-13,2025-10-13,India,East,Social Media,Premium,2117.33,0,1.0,1.0,2117.33,-0.0,Low Value,1
C00224,4156.56,1,3,2025-01-12,2025-01-12,Canada,North,Social Media,Standard,4156.56,0,1.0,1.0,4156.56,0.0,Medium Value,2
C00225,4578.556,3,13,2026-01-04,2026-02-06,India,East,Email,Basic,1526.19,33,1.08,2.78,4582.23,3.67,Medium Value,2
C00227,21262.5255,7,18,2026-03-29,2026-06-25,United Kingdom,West,Organic Search,Standard,3037.5,88,2.89,2.42,21243.67,-18.86,Very High Value,4
C00228,1667.7,1,5,2025-06-23,2025-06-23,India,South,Referral,Basic,1667.7,0,1.0,1.0,1667.7,0.0,Low Value,1
C00229,261.96,1,1,2025-03-12,2025-03-12,Canada,South,Social Media,Basic,261.96,0,1.0,1.0,261.96,0.0,Low Value,1
C00230,1736.13,1,3,2026-02-26,2026-02-26,India,South,Email,Basic,1736.13,0,1.0,1.0,1736.13,0.0,Low Value,1
C00231,6014.684,2,6,2025-11-11,2025-12-14,India,North,Organic Search,Standard,3007.34,33,1.08,1.85,6008.67,-6.01,High Value,3
C00232,2091.482,1,1,2026-02-16,2026-02-16,India,Central,Social Media,Premium,2091.48,0,1.0,1.0,2091.48,-0.0,Low Value,1
C00233,16929.565000000002,4,13,2025-12-21,2026-02-21,Canada,East,Affiliate,Standard,4232.39,62,2.04,1.96,16922.79,-6.78,Very High Value,4
C00234,1383.35,1,1,2025-03-03,2025-03-03,United States,East,Social Media,Standard,1383.35,0,1.0,1.0,1383.35,0.0,Low Value,1
C00235,151.3255,1,1,2025-02-22,2025-02-22,India,West,Paid Search,Basic,151.33,0,1.0,1.0,151.33,0.0,Low Value,1
C00236,3115.89,2,4,2025-12-19,2026-01-28,United Kingdom,North,Referral,Standard,1557.94,40,1.31,1.53,3122.58,6.69,Medium Value,2
C00237,28084.208,8,21,2025-11-11,2026-04-30,India,North,Affiliate,Standard,3510.53,170,5.58,1.43,28011.92,-72.29,Very High Value,4
C00238,3256.644,2,8,2025-06-28,2025-08-04,India,Central,Email,Basic,1628.32,37,1.22,1.64,3257.94,1.3,Medium Value,2
C00239,7765.91,4,19,2026-04-24,2026-06-26,India,North,Referral,Basic,1941.48,63,2.07,1.93,7756.41,-9.5,High Value,3
C00240,300.62,1,1,2025-08-27,2025-08-27,India,Central,Affiliate,Basic,300.62,0,1.0,1.0,300.62,0.0,Low Value,1
C00241,540.23,1,1,2025-07-03,2025-07-03,United States,East,Paid Search,Basic,540.23,0,1.0,1.0,540.23,0.0,Low Value,1
C00242,5480.208,6,17,2025-08-16,2025-12-05,United Kingdom,North,Organic Search,Basic,913.37,111,3.65,1.64,5467.43,-12.78,High Value,3
C00243,1370.65,1,5,2026-03-30,2026-03-30,Canada,Central,Email,Basic,1370.65,0,1.0,1.0,1370.65,0.0,Low Value,1
C00244,9532.448,3,7,2025-04-02,2025-04-08,Australia,East,Affiliate,Standard,3177.48,6,1.0,3.0,9532.44,-0.01,High Value,3
C00245,4896.328,5,14,2025-11-09,2026-01-22,India,North,Email,Basic,979.27,74,2.43,2.06,4902.03,5.7,High Value,3
C00246,17504.178499999998,6,20,2026-02-28,2026-06-11,India,Central,Organic Search,Standard,2917.36,103,3.38,1.78,17552.0,47.82,Very High Value,4
C00247,1053.1999999999998,1,5,2025-02-03,2025-02-03,Australia,South,Paid Search,Basic,1053.2,0,1.0,1.0,1053.2,0.0,Low Value,1
C00248,3066.067,3,8,2025-04-20,2025-07-20,India,South,Organic Search,Basic,1022.02,91,2.99,1.0,3055.84,-10.23,Medium Value,2
C00249,1858.0145,2,4,2025-10-17,2025-10-19,India,Central,Referral,Basic,929.01,2,1.0,2.0,1858.02,0.01,Low Value,1
C00250,42775.407999999996,5,18,2025-03-23,2025-06-17,India,South,Email,Premium,8555.08,86,2.83,1.77,42853.25,77.84,Very High Value,4
C00251,856.4855,4,4,2026-03-06,2026-06-04,India,West,Affiliate,Basic,214.12,90,2.96,1.35,855.62,-0.87,Low Value,1
C00252,4994.391,4,10,2025-08-23,2025-10-22,India,West,Email,Basic,1248.6,60,1.97,2.03,4993.28,-1.11,High Value,3
C00253,63088.5605,7,21,2026-03-01,2026-05-31,India,South,Social Media,Premium,9012.65,91,2.99,2.34,63057.91,-30.65,Very High Value,4
C00254,5246.714,4,11,2025-08-29,2025-10-14,India,West,Referral,Basic,1311.68,46,1.51,2.65,5248.69,1.98,High Value,3
C00255,2333.871,2,5,2025-05-06,2025-05-24,Canada,South,Referral,Basic,1166.94,18,1.0,2.0,2333.88,0.01,Medium Value,2
C00256,3030.72,1,4,2025-07-17,2025-07-17,United States,North,Social Media,Standard,3030.72,0,1.0,1.0,3030.72,0.0,Medium Value,2
C00257,28949.8915,9,26,2025-03-18,2025-07-14,India,East,Referral,Standard,3216.65,118,3.88,2.32,28955.0,5.11,Very High Value,4
C00258,22988.756,6,11,2025-02-26,2025-07-08,United States,South,Affiliate,Premium,3831.46,132,4.34,1.38,22947.38,-41.38,Very High Value,4
C00259,2362.44,1,4,2025-08-23,2025-08-23,India,Central,Organic Search,Basic,2362.44,0,1.0,1.0,2362.44,0.0,Medium Value,2
C00261,370.4215,1,1,2025-03-20,2025-03-20,United States,West,Organic Search,Basic,370.42,0,1.0,1.0,370.42,-0.0,Low Value,1
C00262,432.0,1,2,2025-08-25,2025-08-25,India,North,Email,Basic,432.0,0,1.0,1.0,432.0,0.0,Low Value,1
C00263,5619.7919999999995,3,10,2026-05-13,2026-06-16,India,Central,Email,Standard,1873.26,34,1.12,2.68,5622.78,2.99,High Value,3
C00264,7119.018,3,7,2025-03-31,2025-05-21,United Kingdom,West,Organic Search,Standard,2373.01,51,1.68,1.79,7136.12,17.1,High Value,3
C00265,2472.876,1,3,2026-04-02,2026-04-02,India,Central,Affiliate,Standard,2472.88,0,1.0,1.0,2472.88,0.0,Medium Value,2
C00266,5305.196,4,12,2026-01-16,2026-04-14,India,West,Organic Search,Basic,1326.3,88,2.89,1.38,5289.55,-15.65,High Value,3
C00267,327.38,1,1,2025-04-25,2025-04-25,India,North,Email,Basic,327.38,0,1.0,1.0,327.38,0.0,Low Value,1
C00268,1581.888,1,4,2025-10-13,2025-10-13,United Kingdom,Central,Social Media,Basic,1581.89,0,1.0,1.0,1581.89,0.0,Low Value,1
C00269,2810.0240000000003,2,6,2025-12-17,2025-12-31,India,East,Paid Search,Basic,1405.01,14,1.0,2.0,2810.02,-0.0,Medium Value,2
C00270,2069.2245000000003,2,3,2025-07-12,2025-07-26,United States,North,Paid Search,Standard,1034.61,14,1.0,2.0,2069.22,-0.0,Low Value,1
C00271,2581.265,3,7,2025-02-18,2025-04-10,United States,East,Paid Search,Basic,860.42,51,1.68,1.79,2587.46,6.2,Medium Value,2
C00272,7030.25,1,5,2025-09-12,2025-09-12,United Kingdom,West,Affiliate,Standard,7030.25,0,1.0,1.0,7030.25,0.0,High Value,3
C00273,1881.1779999999999,2,6,2026-02-12,2026-03-04,India,North,Affiliate,Basic,940.59,20,1.0,2.0,1881.18,0.0,Low Value,1
C00274,17484.8,1,4,2025-01-30,2025-01-30,India,East,Paid Search,Premium,17484.8,0,1.0,1.0,17484.8,0.0,Very High Value,4
C00275,15546.074999999999,3,6,2025-06-09,2025-06-29,India,South,Organic Search,Premium,5182.02,20,1.0,3.0,15546.06,-0.01,Very High Value,4
C00276,785.2104999999999,2,4,2025-12-27,2025-12-28,United States,North,Paid Search,Basic,392.61,1,1.0,2.0,785.22,0.01,Low Value,1
C00277,4720.094,4,17,2025-09-04,2025-10-27,India,West,Referral,Basic,1180.02,53,1.74,2.3,4722.44,2.35,Medium Value,2
C00278,5103.543000000001,4,14,2025-07-14,2025-10-30,India,Central,Affiliate,Basic,1275.89,108,3.55,1.13,5118.23,14.69,High Value,3
C00279,5142.486,3,10,2025-08-21,2025-10-02,India,South,Email,Basic,1714.16,42,1.38,2.17,5133.22,-9.27,High Value,3
C00280,8790.3995,8,24,2025-12-14,2026-04-26,United Kingdom,West,Paid Search,Basic,1098.8,133,4.37,1.83,8787.21,-3.19,High Value,3
C00281,2477.65,1,5,2025-07-21,2025-07-21,United Kingdom,East,Social Media,Basic,2477.65,0,1.0,1.0,2477.65,0.0,Medium Value,2
C00282,4997.35,2,8,2026-02-20,2026-03-06,United States,North,Affiliate,Basic,2498.68,14,1.0,2.0,4997.36,0.01,High Value,3
C00283,32770.4505,8,25,2026-02-21,2026-06-21,India,North,Email,Standard,4096.31,120,3.94,2.03,32763.11,-7.34,Very High Value,4
C00284,6645.234,7,22,2025-01-28,2025-04-15,United States,South,Organic Search,Basic,949.32,77,2.53,2.77,6652.93,7.7,High Value,3
C00285,23214.0,2,8,2025-10-21,2025-12-08,United States,South,Organic Search,Premium,11607.0,48,1.58,1.27,23290.61,76.61,Very High Value,4
C00286,1114.48,1,2,2026-02-19,2026-02-19,India,South,Organic Search,Basic,1114.48,0,1.0,1.0,1114.48,0.0,Low Value,1
C00287,480.72,1,1,2025-05-26,2025-05-26,United States,North,Affiliate,Standard,480.72,0,1.0,1.0,480.72,0.0,Low Value,1
C00288,3261.4355,3,7,2025-10-28,2026-01-05,United States,East,Organic Search,Basic,1087.15,69,2.27,1.32,3257.54,-3.9,Medium Value,2
C00289,2136.92,2,4,2026-01-09,2026-01-31,India,West,Affiliate,Basic,1068.46,22,1.0,2.0,2136.92,0.0,Low Value,1
C00290,22233.536,10,24,2025-04-13,2025-10-22,Australia,West,Referral,Standard,2223.35,192,6.31,1.58,22166.35,-67.19,Very High Value,4
C00291,468.6825,1,1,2025-06-27,2025-06-27,India,North,Email,Basic,468.68,0,1.0,1.0,468.68,-0.0,Low Value,1
C00292,9598.342,4,10,2025-04-07,2025-06-04,United States,South,Email,Standard,2399.59,58,1.91,2.09,9578.92,-19.42,High Value,3
C00293,3674.754,3,11,2025-04-21,2025-08-08,United States,South,Referral,Basic,1224.92,109,3.58,0.84,3683.58,8.83,Medium Value,2
C00294,8128.772,2,5,2025-07-20,2025-08-24,India,Central,Social Media,Premium,4064.39,35,1.15,1.74,8132.84,4.07,High Value,3
C00295,3532.3920000000003,1,4,2025-08-18,2025-08-18,India,West,Affiliate,Standard,3532.39,0,1.0,1.0,3532.39,-0.0,Medium Value,2
C00296,5454.466,3,10,2025-02-26,2025-03-22,United Kingdom,East,Organic Search,Basic,1818.16,24,1.0,3.0,5454.48,0.01,High Value,3
C00297,16234.225999999999,12,34,2025-07-22,2026-01-29,United Kingdom,Central,Organic Search,Basic,1352.85,191,6.27,1.91,16201.33,-32.9,Very High Value,4
C00298,9748.732,2,8,2025-09-01,2025-09-28,Canada,North,Social Media,Standard,4874.37,27,1.0,2.0,9748.74,0.01,High Value,3
C00299,43268.018,4,14,2025-04-30,2025-07-14,India,South,Paid Search,Premium,10817.0,75,2.46,1.63,43374.01,105.99,Very High Value,4
C00300,30783.864999999998,8,24,2026-03-24,2026-06-24,United Kingdom,South,Organic Search,Standard,3847.98,92,3.02,2.65,30795.38,11.52,Very High Value,4
C00301,3942.1415,3,8,2025-06-16,2025-08-20,India,North,Email,Basic,1314.05,65,2.14,1.4,3936.89,-5.25,Medium Value,2
C00302,5031.05,1,5,2025-03-31,2025-03-31,United States,Central,Organic Search,Standard,5031.05,0,1.0,1.0,5031.05,0.0,High Value,3
C00303,73508.8435,7,26,2025-11-14,2026-06-15,India,North,Organic Search,Premium,10501.26,213,7.0,1.0,73508.82,-0.02,Very High Value,4
C00304,7297.24,1,4,2025-06-08,2025-06-08,India,Central,Email,Standard,7297.24,0,1.0,1.0,7297.24,0.0,High Value,3
C00305,11254.442000000001,3,10,2025-12-08,2026-01-12,India,East,Social Media,Standard,3751.48,35,1.15,2.61,11260.07,5.63,High Value,3
C00306,3310.5,2,7,2025-06-12,2025-07-31,India,North,Social Media,Basic,1655.25,49,1.61,1.24,3304.54,-5.96,Medium Value,2
C00307,1557.792,1,4,2025-07-20,2025-07-20,Canada,East,Email,Basic,1557.79,0,1.0,1.0,1557.79,-0.0,Low Value,1
C00309,649.71,1,3,2025-05-17,2025-05-17,India,East,Social Media,Basic,649.71,0,1.0,1.0,649.71,0.0,Low Value,1
C00310,38490.691,3,8,2026-05-16,2026-06-23,India,Central,Paid Search,Premium,12830.23,38,1.25,2.4,38490.69,-0.0,Very High Value,4
C00311,2942.44,1,4,2026-03-01,2026-03-01,United States,Central,Paid Search,Basic,2942.44,0,1.0,1.0,2942.44,0.0,Medium Value,2
C00313,3956.9120000000003,4,10,2025-09-20,2025-12-30,United Kingdom,South,Affiliate,Basic,989.23,101,3.32,1.2,3941.09,-15.82,Medium Value,2
C00314,3149.56,3,8,2025-11-11,2025-12-11,India,West,Referral,Basic,1049.85,30,1.0,3.0,3149.55,-0.01,Medium Value,2
C00315,2628.128,1,4,2025-03-19,2025-03-19,United States,East,Referral,Basic,2628.13,0,1.0,1.0,2628.13,0.0,Medium Value,2
C00316,2837.676,2,5,2025-10-27,2025-11-04,United Kingdom,East,Social Media,Basic,1418.84,8,1.0,2.0,2837.68,0.0,Medium Value,2
C00317,11482.971,7,23,2026-02-14,2026-05-27,United States,Central,Social Media,Basic,1640.42,102,3.35,2.09,11485.4,2.43,High Value,3
C00318,208.638,1,1,2025-08-15,2025-08-15,United Kingdom,East,Paid Search,Basic,208.64,0,1.0,1.0,208.64,0.0,Low Value,1
C00319,3746.8035,2,6,2025-11-12,2025-12-02,India,Central,Social Media,Basic,1873.4,20,1.0,2.0,3746.8,-0.0,Medium Value,2
C00320,6916.928,1,4,2026-03-05,2026-03-05,India,West,Social Media,Premium,6916.93,0,1.0,1.0,6916.93,0.0,High Value,3
C00321,1614.813,2,2,2026-05-05,2026-06-11,India,South,Email,Standard,807.41,37,1.22,1.64,1615.47,0.66,Low Value,1
C00323,70407.64749999999,5,20,2026-03-14,2026-06-22,United States,East,Organic Search,Premium,14081.53,100,3.29,1.52,70418.92,11.27,Very High Value,4
C00324,3791.0854999999997,4,9,2026-03-01,2026-04-26,United Kingdom,North,Referral,Basic,947.77,56,1.84,2.17,3784.26,-6.83,Medium Value,2
C00325,1073.835,1,1,2026-02-08,2026-02-08,United States,South,Social Media,Standard,1073.84,0,1.0,1.0,1073.84,0.0,Low Value,1
C00326,15406.5485,4,12,2025-11-21,2026-02-06,India,West,Email,Standard,3851.64,77,2.53,1.58,15396.55,-10.0,Very High Value,4
C00327,1496.2110000000002,2,6,2026-05-09,2026-05-16,India,South,Email,Basic,748.11,7,1.0,2.0,1496.22,0.01,Low Value,1
C00328,40199.126,6,14,2026-01-09,2026-05-29,United States,Central,Organic Search,Premium,6699.85,140,4.6,1.3,40065.1,-134.03,Very High Value,4
C00329,8715.436,6,11,2026-01-16,2026-05-13,India,South,Email,Standard,1452.57,117,3.84,1.56,8701.48,-13.96,High Value,3
C00330,360.25,1,1,2025-09-06,2025-09-06,Australia,East,Social Media,Basic,360.25,0,1.0,1.0,360.25,0.0,Low Value,1
C00331,8713.08,5,16,2025-10-19,2026-01-25,United Kingdom,East,Paid Search,Basic,1742.62,98,3.22,1.55,8697.42,-15.66,High Value,3
C00332,2314.839,1,2,2025-10-28,2025-10-28,United States,East,Paid Search,Standard,2314.84,0,1.0,1.0,2314.84,0.0,Medium Value,2
C00333,7095.492,1,3,2025-09-17,2025-09-17,United Kingdom,East,Paid Search,Premium,7095.49,0,1.0,1.0,7095.49,-0.0,High Value,3
C00334,36259.439,5,12,2025-06-03,2025-09-11,India,Central,Organic Search,Premium,7251.89,100,3.29,1.52,36265.25,5.81,Very High Value,4
C00335,6125.4285,2,2,2026-02-23,2026-03-28,India,East,Referral,Premium,3062.71,33,1.08,1.85,6119.29,-6.14,High Value,3
C00337,1283.63,2,2,2025-05-27,2025-06-19,India,East,Affiliate,Standard,641.82,23,1.0,2.0,1283.64,0.01,Low Value,1
C00338,417.28,1,1,2025-05-28,2025-05-28,India,Central,Organic Search,Basic,417.28,0,1.0,1.0,417.28,0.0,Low Value,1
C00339,6283.778,4,13,2025-07-13,2025-08-12,United States,North,Email,Basic,1570.94,30,1.0,4.0,6283.76,-0.02,High Value,3
C00340,4627.189,3,10,2026-05-17,2026-06-28,India,West,Organic Search,Basic,1542.4,42,1.38,2.17,4618.87,-8.32,Medium Value,2
C00341,2959.668,3,10,2025-07-12,2025-07-29,Canada,North,Paid Search,Basic,986.56,17,1.0,3.0,2959.68,0.01,Medium Value,2
C00342,4581.696,4,12,2025-10-28,2026-01-06,Australia,North,Referral,Basic,1145.42,70,2.3,1.74,4583.97,2.27,Medium Value,2
C00343,4849.798,4,12,2025-04-20,2025-06-12,Australia,North,Affiliate,Basic,1212.45,53,1.74,2.3,4852.22,2.42,Medium Value,2
C00344,541.6424999999999,1,1,2026-05-23,2026-05-23,Canada,East,Referral,Basic,541.64,0,1.0,1.0,541.64,-0.0,Low Value,1
C00345,8048.862,3,4,2025-03-08,2025-04-13,India,East,Affiliate,Premium,2682.95,36,1.18,2.54,8041.34,-7.52,High Value,3
C00346,2515.7619999999997,2,5,2025-10-10,2025-11-05,Canada,South,Referral,Basic,1257.88,26,1.0,2.0,2515.76,-0.0,Medium Value,2
C00347,8560.7625,3,9,2025-03-30,2025-05-14,United Kingdom,West,Paid Search,Standard,2853.59,45,1.48,2.03,8573.33,12.57,High Value,3
C00348,1859.1,1,3,2025-07-15,2025-07-15,United States,Central,Referral,Basic,1859.1,0,1.0,1.0,1859.1,0.0,Low Value,1
C00349,1073.635,1,5,2025-12-02,2025-12-02,India,West,Referral,Basic,1073.64,0,1.0,1.0,1073.64,0.01,Low Value,1
C00350,1454.652,1,3,2025-04-24,2025-04-24,India,West,Affiliate,Basic,1454.65,0,1.0,1.0,1454.65,-0.0,Low Value,1
C00351,5043.370000000001,3,10,2025-05-26,2025-07-25,Australia,East,Social Media,Basic,1681.12,60,1.97,1.52,5033.95,-9.42,High Value,3
C00352,2137.014,2,6,2025-02-02,2025-03-04,United States,East,Paid Search,Basic,1068.51,30,1.0,2.0,2137.02,0.01,Low Value,1
C00353,7616.723,3,5,2025-07-06,2025-08-17,Australia,Central,Organic Search,Premium,2538.91,42,1.38,2.17,7603.02,-13.7,High Value,3
C00354,979.9185,2,2,2026-01-14,2026-01-16,India,East,Organic Search,Basic,489.96,2,1.0,2.0,979.92,0.0,Low Value,1
C00355,29530.144,12,36,2025-09-13,2026-06-29,India,Central,Organic Search,Standard,2460.85,289,9.49,1.26,29425.37,-104.77,Very High Value,4
C00356,3429.6800000000003,2,6,2026-02-16,2026-02-16,United States,South,Social Media,Standard,1714.84,0,1.0,2.0,3429.68,-0.0,Medium Value,2
C00357,8522.028,6,19,2026-03-04,2026-06-28,India,West,Organic Search,Basic,1420.34,116,3.81,1.57,8496.05,-25.98,High Value,3
C00358,1297.7685000000001,3,7,2025-03-18,2025-05-28,Canada,Central,Organic Search,Basic,432.59,71,2.33,1.29,1300.24,2.47,Low Value,1
C00359,4293.427,2,5,2025-03-30,2025-04-19,India,Central,Paid Search,Standard,2146.71,20,1.0,2.0,4293.42,-0.01,Medium Value,2
C00360,2260.8575,1,5,2025-09-29,2025-09-29,India,Central,Organic Search,Basic,2260.86,0,1.0,1.0,2260.86,0.0,Medium Value,2
C00361,6402.735,1,5,2025-08-05,2025-08-05,United Kingdom,North,Social Media,Standard,6402.74,0,1.0,1.0,6402.74,0.01,High Value,3
C00362,3954.438,2,5,2025-02-13,2025-02-15,United States,North,Paid Search,Standard,1977.22,2,1.0,2.0,3954.44,0.0,Medium Value,2
C00363,4013.77,1,1,2025-07-01,2025-07-01,Australia,Central,Email,Premium,4013.77,0,1.0,1.0,4013.77,0.0,Medium Value,2
C00364,1568.043,1,1,2026-04-30,2026-04-30,India,East,Social Media,Standard,1568.04,0,1.0,1.0,1568.04,-0.0,Low Value,1
C00365,14204.592,2,5,2026-01-24,2026-02-17,India,West,Email,Premium,7102.3,24,1.0,2.0,14204.6,0.01,Very High Value,4
C00366,20928.821500000002,3,10,2026-04-20,2026-05-26,India,West,Affiliate,Premium,6976.27,36,1.18,2.54,20909.28,-19.54,Very High Value,4
C00367,35030.044,5,13,2025-04-08,2025-07-23,India,East,Email,Premium,7006.01,106,3.48,1.44,35108.52,78.48,Very High Value,4
C00368,17700.6475,4,14,2025-03-19,2025-06-23,Canada,South,Email,Standard,4425.16,96,3.15,1.27,17702.85,2.2,Very High Value,4
C00369,2785.9575,2,6,2025-08-30,2025-09-15,India,Central,Email,Basic,1392.98,16,1.0,2.0,2785.96,0.0,Medium Value,2
C00370,84696.416,6,21,2025-09-15,2026-01-07,India,East,Paid Search,Premium,14116.07,114,3.75,1.6,84696.42,0.0,Very High Value,4
C00371,33925.951,6,14,2025-02-07,2025-04-24,United Kingdom,West,Referral,Premium,5654.33,76,2.5,2.4,33925.98,0.03,Very High Value,4
C00372,8079.753000000001,5,17,2025-05-19,2025-08-22,United Kingdom,North,Organic Search,Basic,1615.95,95,3.12,1.6,8066.82,-12.93,High Value,3
C00373,2046.6229999999996,2,4,2026-04-07,2026-05-03,India,North,Organic Search,Basic,1023.31,26,1.0,2.0,2046.62,-0.0,Low Value,1
C00374,5406.542,5,17,2026-03-29,2026-06-27,India,South,Referral,Basic,1081.31,90,2.96,1.69,5409.15,2.61,High Value,3
C00375,5616.27,1,5,2026-01-28,2026-01-28,United Kingdom,Central,Social Media,Standard,5616.27,0,1.0,1.0,5616.27,0.0,High Value,3
C00376,3388.146,3,8,2025-07-01,2025-08-24,India,Central,Referral,Basic,1129.38,54,1.77,1.69,3378.31,-9.84,Medium Value,2
C00377,1040.1680000000001,2,4,2026-05-11,2026-05-13,United Kingdom,South,Email,Basic,520.08,2,1.0,2.0,1040.16,-0.01,Low Value,1
C00378,3670.9435000000003,4,13,2025-07-17,2025-08-24,United States,West,Affiliate,Basic,917.74,38,1.25,3.2,3670.96,0.02,Medium Value,2
C00379,454.835,1,2,2025-03-27,2025-03-27,United States,South,Paid Search,Basic,454.84,0,1.0,1.0,454.84,0.0,Low Value,1
C00380,75135.0325,8,23,2025-07-22,2026-01-11,United States,South,Referral,Premium,9391.88,173,5.68,1.41,75217.69,82.66,Very High Value,4
C00381,697.8224999999999,1,3,2025-08-07,2025-08-07,India,South,Social Media,Basic,697.82,0,1.0,1.0,697.82,-0.0,Low Value,1
C00382,16341.252,4,13,2025-03-05,2025-05-07,India,East,Affiliate,Standard,4085.31,63,2.07,1.93,16321.22,-20.03,Very High Value,4
C00383,26326.769,4,12,2025-06-08,2025-08-06,United Kingdom,Central,Paid Search,Premium,6581.69,59,1.94,2.06,26303.07,-23.7,Very High Value,4
C00384,9550.238000000001,7,19,2026-02-20,2026-06-26,India,Central,Email,Basic,1364.32,126,4.14,1.69,9545.6,-4.64,High Value,3
C00385,4287.345,2,9,2025-06-28,2025-08-01,India,North,Affiliate,Basic,2143.67,34,1.12,1.79,4297.63,10.28,Medium Value,2
C00386,25945.070499999998,7,26,2026-01-25,2026-06-15,Australia,West,Affiliate,Standard,3706.44,141,4.63,1.51,25912.83,-32.24,Very High Value,4
C00388,3015.5365,1,1,2025-12-10,2025-12-10,India,East,Paid Search,Premium,3015.54,0,1.0,1.0,3015.54,0.0,Medium Value,2
C00389,1836.515,3,6,2026-02-23,2026-05-05,United States,West,Affiliate,Basic,612.17,71,2.33,1.29,1840.0,3.48,Low Value,1
